instance_file,instance_dir,num_clients,num_stations,best_distance,generations_completed,execution_time,population_size,mutation_rate,crossover_rate,max_generations
n20w120s5.1.txt,G/n20w120s5,20,4,289.0,23,0.18667149543762207,50,0.1,0.85,100
n20w120s5.2.txt,G/n20w120s5,20,4,232.0,69,0.4766228199005127,50,0.1,0.85,100
n20w120s5.3.txt,G/n20w120s5,20,4,318.0,34,0.2480173110961914,50,0.1,0.85,100
n20w120s5.4.txt,G/n20w120s5,20,4,309.0,20,0.16014766693115234,50,0.1,0.85,100
n20w120s5.5.txt,G/n20w120s5,20,4,316.0,44,0.3283877372741699,50,0.1,0.85,100
n20w120s10.1.txt,G/n20w120s10,20,9,331.0,16,0.1558840274810791,50,0.1,0.85,100
n20w120s10.2.txt,G/n20w120s10,20,9,269.0,13,0.1262972354888916,50,0.1,0.85,100
n20w120s10.3.txt,G/n20w120s10,20,9,323.0,26,0.19698667526245117,50,0.1,0.85,100
n20w120s10.4.txt,G/n20w120s10,20,9,285.0,53,0.38127875328063965,50,0.1,0.85,100
n20w120s10.5.txt,G/n20w120s10,20,9,300.0,24,0.2061002254486084,50,0.1,0.85,100
n20w140s5.1.txt,G/n20w140s5,20,4,253.0,32,0.2641916275024414,50,0.1,0.85,100
n20w140s5.2.txt,G/n20w140s5,20,4,346.0,27,0.22740530967712402,50,0.1,0.85,100
n20w140s5.3.txt,G/n20w140s5,20,4,347.0,18,0.14614272117614746,50,0.1,0.85,100
n20w140s5.4.txt,G/n20w140s5,20,4,275.0,46,0.34222936630249023,50,0.1,0.85,100
n20w140s5.5.txt,G/n20w140s5,20,4,304.0,34,0.2501952648162842,50,0.1,0.85,100
n20w140s10.1.txt,G/n20w140s10,20,9,232.0,58,0.3927934169769287,50,0.1,0.85,100
n20w140s10.2.txt,G/n20w140s10,20,9,313.0,17,0.14570188522338867,50,0.1,0.85,100
n20w140s10.3.txt,G/n20w140s10,20,9,287.0,25,0.20348095893859863,50,0.1,0.85,100
n20w140s10.4.txt,G/n20w140s10,20,9,317.0,33,0.2581000328063965,50,0.1,0.85,100
n20w140s10.5.txt,G/n20w140s10,20,9,232.0,59,0.405745267868042,50,0.1,0.85,100
n20w160s5.1.txt,G/n20w160s5,20,4,262.0,41,0.2907998561859131,50,0.1,0.85,100
n20w160s5.2.txt,G/n20w160s5,20,4,306.0,30,0.2436516284942627,50,0.1,0.85,100
n20w160s5.3.txt,G/n20w160s5,20,4,260.0,30,0.23935747146606445,50,0.1,0.85,100
n20w160s5.4.txt,G/n20w160s5,20,4,245.0,41,0.29345202445983887,50,0.1,0.85,100
n20w160s5.5.txt,G/n20w160s5,20,4,259.0,33,0.25343942642211914,50,0.1,0.85,100
n20w160s10.1.txt,G/n20w160s10,20,9,247.0,38,0.2847011089324951,50,0.1,0.85,100
n20w160s10.2.txt,G/n20w160s10,20,9,310.0,22,0.1859595775604248,50,0.1,0.85,100
n20w160s10.3.txt,G/n20w160s10,20,9,301.0,28,0.22333788871765137,50,0.1,0.85,100
n20w160s10.4.txt,G/n20w160s10,20,9,233.0,42,0.2994344234466553,50,0.1,0.85,100
n20w160s10.5.txt,G/n20w160s10,20,9,296.0,22,0.16507673263549805,50,0.1,0.85,100
n20w180s5.1.txt,G/n20w180s5,20,4,298.0,42,0.30794382095336914,50,0.1,0.85,100
n20w180s5.2.txt,G/n20w180s5,20,4,346.0,29,0.24454259872436523,50,0.1,0.85,100
n20w180s5.3.txt,G/n20w180s5,20,4,283.0,41,0.3059732913970947,50,0.1,0.85,100
n20w180s5.4.txt,G/n20w180s5,20,4,265.0,35,0.25881433486938477,50,0.1,0.85,100
n20w180s5.5.txt,G/n20w180s5,20,4,282.0,39,0.2848472595214844,50,0.1,0.85,100
n20w180s10.1.txt,G/n20w180s10,20,9,318.0,27,0.1984405517578125,50,0.1,0.85,100
n20w180s10.2.txt,G/n20w180s10,20,9,298.0,22,0.1702878475189209,50,0.1,0.85,100
n20w180s10.3.txt,G/n20w180s10,20,9,338.0,27,0.21097350120544434,50,0.1,0.85,100
n20w180s10.4.txt,G/n20w180s10,20,9,239.0,39,0.2746851444244385,50,0.1,0.85,100
n20w180s10.5.txt,G/n20w180s10,20,9,259.0,31,0.22713828086853027,50,0.1,0.85,100
n20w200s5.1.txt,G/n20w200s5,20,4,264.0,44,0.35935091972351074,50,0.1,0.85,100
n20w200s5.2.txt,G/n20w200s5,20,4,254.0,45,0.320570707321167,50,0.1,0.85,100
n20w200s5.3.txt,G/n20w200s5,20,4,261.0,58,0.414886474609375,50,0.1,0.85,100
n20w200s5.4.txt,G/n20w200s5,20,4,343.0,31,0.23585295677185059,50,0.1,0.85,100
n20w200s5.5.txt,G/n20w200s5,20,4,305.0,27,0.20258593559265137,50,0.1,0.85,100
n20w200s10.1.txt,G/n20w200s10,20,9,256.0,46,0.3155853748321533,50,0.1,0.85,100
n20w200s10.2.txt,G/n20w200s10,20,9,311.0,24,0.1753385066986084,50,0.1,0.85,100
n20w200s10.3.txt,G/n20w200s10,20,9,318.0,14,0.1244974136352539,50,0.1,0.85,100
n20w200s10.4.txt,G/n20w200s10,20,9,291.0,35,0.2674379348754883,50,0.1,0.85,100
n20w200s10.5.txt,G/n20w200s10,20,9,280.0,49,0.33025193214416504,50,0.1,0.85,100
